Nome file;Testo;L1;Altre_L2;Annualità;Consegna;Età;Scolarizzazione
FrancescaGallo070;"
 Era l' inizio delle vacanze di Natale .
La stazione era piena di turisti che correvano in tutte le direzione con le loro valigie .
C' era molto rumore quando sono uscita dal treno .
Ho ritrovato il mio amore che aveva già aspetto un ora che il treno arivasse .
La stazione era piena di gente triste e content .
Quando mi sono avvicinata del mio amore , ho cominciato a bracciarlo e abbiamo sentito che qualcosa si era rovesciato .
Qualche secondo dopo , abbiamo visto un cane correre velocemente come se il diablo fosse dietro lui .
Aveva rovesciato una tavola e aperto la valigia della donna .
Davanti a noi , c' era un uomo vestito come qualcuno che dormi fuori .
Mi piaceva molto immaginare a che cose la gente poteva pensare vendendo le loro faccie .
Dietro a lui c' era l' uomo arrabiato che non è mai contento dei treni e a destra il meccanico che noi invillava molto .
";francese;inglese;+;stazione_C.txt;19-25;un
FrancescaGallo072;"
 Siamo in una stazione , c'è al primo piano una tavola con diverse cose .
C' e anche un' uomo un pò vecchio .
chi sta fumando .
Un giornale è al suolo , e un cane corre verso noi .
Tre persone sono affolate , un' uomo che assomiglia al' uomo in primo piano , e una coppia .
Un altro coppia si situa un pò davanti a loro .
Ma questo coppia non è affolato perchè  si fanno un baccione .
Ci sono tre valigie accanto a loro .
Tre treni sono in ritardo , ma uno dovrebbe partire subito .
Una donna si è siedeta viccino a una tavola rovesiata , dovunque si sono molti cibi per terra a causa del cane che corre 
Al fondo della stazione c' e un Ristorante in cui due persone avevano comprato una Coca Cola e l' hanno messo per terra fuori dal bidone della spazzatura .
L' orologio mostra che ci sono due ore del pomeriggio .
";francese;inglese;+;stazione_C.txt;14-18;un
FrancescaGallo073;"
 Nel imagine è una scena di tutti i giorni in una stazione  ferrovia .
In questa stazione i treni vengono fermarsi in fondo con uno binario unico .
C'è uno piccolo cane correre perchè il suo( a ) patrone ha lasciato la fune .
Il binario non è pulitto perche uno giornale trena pertera , una tavola è rovesciatta e Due personne se baciano  ";francese;inglese;+;stazione_C.txt;31-40;un
FrancescaGallo074;"
 Si trova in una stazione all' inizio del pomeriggio .
Ci sono tre treni che sono al binario .
Si può Pensare che uno dei treni ha un problema perchè si vede un meccanico , a destra dell' imagine .
La stazione sembra affollata , rumorosa .
Effetivamente , si può vedere molti cosi al suolo come un giornale .
C'è anche un cane , completamente pazzo che sta correndo , e che ha rovesciato la tavola sulla quella una donna mangiava .
Ma purtroppo , la tavola è caduta  da un lato .
Di più, si può parlare di qualcuno , al centro dell' imagine , che sembra essere un ladro .
Pensa che rubi una valigia .
E' probabile che la valigia sia la possessione del uomo o della donna che si abbraciano .
Devono dirci arrivererci .
In fondo , ci sono  molte persone che  aspettano probabilmente il loro treno .
Invece , davanti all' imagine , c'è anche un uomo vecchio che fuma e riguarda ciò che succede nella stazione .
Può pensare che è motto povero e non ha casa sua .
";francese;inglese,spagnolo;+;stazione_C.txt;19-25;un
FrancescaGallo075;"
 Nella stazione ci sono molte persone .
Una donna sta seduta in un ristorante dentro la stazione .
Ci sono due rubatori vestiti come mecanichi .
Uno rinversa la tavola della donna e anche le sue valigie .
L' altro prende una valigia chiusa e vuole partire .
La valigia appartiene ad una coppia amorosa che sta baciando .
I rubatori sono accompagnato da una ragazza con capelli corti .
C'è un giornale al suolo e qualunque rifiuto vicino alla pattumiera .
Davanti se vede la testa di un uomo vecchio chi fuma .
C'è un altro mecanico con una cassetta degli arnesi che guarda i rubatori .
Ai binari ci sono tre treni .
Una donna nel XXX da una valigia ad un uomo che sta sul binario 
C'è un orologio che mostra  che sono le due .
Piu al fondo ci sono qualche giovane puntè.
Ci sono pubblicità per Coca-cola e altre cose al fondo sopra l' ingresso .
Fuori fa buio .
Un piccolo cane binanco cammina 
";tedesco;francese,inglese,svedese;?;stazione_C.txt;19-25;un
FrancescaGallo076;"
 La scena si svolge in una stazione , sul binario davanti ai treni .
Vediamo molte persone facendo diverse cose .
Un uomo , vestito in nero , sta rubbando una valigia e un mecanico lo guarda .
Una donna stava mangiando quando un cane fa cadure la sua tavola .
Una delle sue valigie è aperta e la salumeria che conteneva è per terra .
Vediamo anche un uomo bracciare una donna .
Al fondo , c'è un gruppo di tre persone .
Penso che loro fossano aspettando una quarta persona chi è appena arrivata , perchè la salutano , ma non la vediamo .
Uno di questo gruppo è un punk , si vede ai capelli .
sul secondo binario , un uomo aiuta un altro a portare una valigia nel treno .
Al primo piano un uomo Con una grossa barba sta fumando e guarda un afficio sulla prima colonna .
al suolo , c'è un bidone della spazzatura , probabilmente pieno perchè vediamo bichieri di cartone vicino a lui .
";francese;inglese;+;stazione_C.txt;19-25;un
FrancescaGallo077;"
 Mi riccordo bene di questa stazione .
Era nel pomeriggio , a due ore esatamente .
C' era molta gente e dunque la stazione era molto rumorosa .
La gente era molta diversa .
C' era un meccanico accanto a un treno .
A destra di lui , c' era una coppia che si facciava dei baccioni .
Non so esatamente che cosa succedeva qui , ma c' erano diverse valigie aperte per terra , e a causa di questo incidento , c' era del cibo al suolo .
Questa stazione era molto sporca con dei giornali per terra anchè.
E il bidone nella spazzatura era pieno .
Di più, un cane si era mettuto a correre attraverso la stazione , e il proprietario del cane ( era una donna ) lo chiamava ma il cane continuava a correre .
C' erano anche diverse tavole , dove la gente poteva mongiare e bevere .
Su queste tavole , c' erano delle tasse a cafè o ancora , una boteglia di vino .
Forse che i clienti avevano comprato tutto questo nei negozi di alimentazione , in fondo alla stazione .
Mi riccordo di un uomo che fumava una cigaretta ; aveva una barba e guardava tutta la scena senza muovere .
";francese;inglese;+;stazione_C.txt;14-18;un
FrancescaGallo078;"
 Oggi , non avevo niente da fare dunque ho deciso di andare alla stazione per guardare la gente perchè trovo che è interessante di osservare il comportamento della gente .
Per comminciare ho visto una copia inamorarsi che si fa tanti bacci .
penso che la donna piangeva .
Al stesso tempo uno cane ha corso nella mia direzione , è passato sotto la tavola di un ristorante dove una donna mangiava e questo piccolo cane ha fatto cadere la tavola da un lato e tutte le cose che si trovavano sul questa .
Era un vero disastro ma molto divertente ...
In fondo , sotto la grande orlogio , c' era due personni che si arrabia perchè il treno era in ritardo di trenti minuti .
E imprerionante come la gente non ama aspettare oggi ! Non è permesso il ritardo , non ha il tempo di aspettare .
vude tutto adesso ...
Alle una un treno è arrivato , una copia è scenduta con le valigie e la copia del primo si ha abbraciati di nuovo prima di andare vicino al treno , l' uomo porteva le valigie e la donna piange molto .
Forse non si rivedranno ...
Un meccanico passava alla mia destra per andare davanti a la bigliettera in fondo alla stazione .
";francese;inglese;+;stazione_C.txt;19-25;un
FrancescaGallo079;"
 Arivo alla stazione alle due per prendere il mio treno per Parigi.
Sono in anticipo , approfito di tenere tempo per guardare cosa sta succe- dendo nella stazione .
Come nelle tutte stazioni , ci sono pieni di gente che aspettano il loro treno ma alcuni mi chiamano l' attenzione .
A destra c'è un meccanico che va a riparare un treno .
Quello va ancora avere ritardo ! Il meccanico sta guardando una coppia .
siccuramente stano dicendosi arrivederci perche si abbracciano .
L' uomo si va in viaggio , forse per affare .
Nel centro della stazione si trova un' uomo vestito di nerro .
Può essere un rubadore perche ha la cara chiusa e minacciata .
Dietro di lui , c'è altra coppia che sembra par- tire insieme per viago per vacazione forse .
Ma è disturbato per le valigie di una donna con cappo a sinistra che stanno volando nella stazione .
Questa ultima donna è panicata perche il suo  cane ha rovesciato la tavola sulla che stava mangiando prima di prendere il suo treno .
Tutte le sue valigie sono cadute e il cibo è sul suolo .
Mentre che sta gritardo , il suo cane sta fugiendo troppo felice di essere libero .
Nel primo piano , c'è un uomo , un marino pro- babilmente che guarda tutta la scena come io .
Non interviene , solo sta qui , imperturbabile .
Al fondo della stazione , c'è gente che sta guar- dando l' orologio per verificare se sono all' ora .
La scena è in disordine , si passa qualcosa in tutti i lati .
E' troppo per me , me ne va tornare un caffè al calmo ! 
";francese;inglese,spagnolo;+;stazione_C.txt;19-25;un
FrancescaGallo080;"La scena si svolge alla stazione .
Ci sono tre treni e ci sono soppratutto tante personne sul binario .
Nel primo piano c'è un vecchio uomo che sta fumando .
Vicino a lui ci sono un giornale e un cane che sta correndo .
Questo cane ha probabilmente causato un accidente perchè si vede una tavola che è caduta ( ci sono cose al suolo ).
Vediamo anche al centro della "" fotografia "" un uomo che sta rubando una valigia , probabilmente il meccanico l' ha visto perchè guarda nella sua direzione .
A canto al meccanico ci sono due personne che si fanno baccioni .
Nel fondo della pittura ci sono deverse personne ma non vedo bene cosa fanno .
Posso distinguare un gruppo di tre amici che dicono "" bye- bye "" a qualcuno in un treno .
Al fondo della stazione c'è un ristorante , piutosto di tipo "" fast food "".
C'è anche un' enormo orologio che indica 2 ore .
sulla prima colonna c'è una foglia ; forse è una promozione per fare un viaggio su un' isola dove ci sono sole e mare .
Alla mettà della pittura c'è una vecchia dona che sembra seffire a causa del rumore .
Finalmente si vede un uomo che sta aiutando una dona a portare la sua valigia nel secondo treno .";francese;inglese;4;stazione_C.txt;19-25;un
IRENESUS005;"
 La scena si svolge in una stazione .
In primo piano c'è un vecchio uomo che fuma .
In secondo piano c'è un alttro uomo che assomiglia a un ladro .
Due persone si bacciano .
Dietro di loro c'è un meccanico che li guarda .
Dietro il ladro ci sono anche due persone , una donna ed un uomo .
L' uomo fa cadere i suoi pachetti che contengono scarpe .
Ha già fatto cadere un altro pachetto che contiene salami .
Un cane fugge e fa cadere una bottiglia dei piatti e delle tazze che si trovavano su un tavolino .
La tovaglia è macchiata .
Una donna stava mangiando .
Vediamo tre treni fermi sul binario .
";francese;inglese;+;stazione_C.txt;19-25;un
Maria010;"
 Vediamo una stazione con le treni e alcuni personaggi .
C' è una coppia con parecchhi bagagli che si congeda con un bacio intenso .
Alle spalle dell'uomo un alto uomo dai vestiti nero ruba la sua valigia .
In questo momento un piccolo cane corre attraverso la stazione e rovescia una tavola apparecchiata con piatti , cibi e bevande .
La donna che sta seduta a questa tavola si tappa le orecchie e la tovaglia è imbrattata .
Nel primo piano c'è un uomo con barba e berretto nero che fuma una sigaretta .
Sul mmarcia piede c 'è un altro uomo con una cassetta degli arnesi che osserva la situazione .
Sul orologio sopra la XXX segna l'una .
";tedesco;inglese,francese,cinese;?;stazione_C.txt;30-40;un
Mariantonietta062;"
 In questa stazione, posso vedere molte persone e è all'una.
Qualche personna con loro valigie vogliono prendere un treno.
Ma posso vedere che questa stazione è sporsa e disordinata perchè il pavimento è sporso.
Su il pavemento ci sono un giornale e dei piatti e una macchia.
 Poi, posso pensare che c'è un grosso problema in questa stazione perchè c'è un uomo bizarre.
Penso che questo uomo ha provato prendere qualcosa a qualcuno senza domandare.
Poi, posso vedere una donna seduta con una gonna chi prova a non ascoltare il rumore.
Finalmente penso che l'uomo bizarre è un uomo chi ha fatto qualcosa di male perchè qualche persone lo vdonno.
 ";francese;inglese,estone;?;stazione_C.txt;19-25;un
Yasmine004;"
 La scena si svolge in una stazione.
 Vediamo parecchie persone che fanno cose totalmente diverse.
 A destra due fidanzati si abbracciano e dietro di loro, c'é un uomo che li guarda.
 Al centro, un uomo che sembra rubare una valigia, e ne spinge un altro.
 Quest' ultimo lascia cadere per terra i pacchetti che portava in cui c' erano delle scarpe e del salame.
In primo piano il viso di un uomo appare che fuma una sigaretta.
 A sinistra, vediamo una tavola apparecchiata.
 Accanto a questa, una donna é seduta e sembra spaventata perché il suo cane é partito e una tavola si é rovesciata.
 In primo piano c'é molto casino ( giornale per terra, tavola rovesciata...
) mentre in secondo piano, tutto sembra più organizzato.
 Sul fondo, vediamo un orologio e delle persone che sembrano aspettarne altre sul binario.
";francese;inglese,tedesco;+;stazione_C.txt;19-25;un
Yasmine005;"
 Sono le due .
alcuni  giornali sono per terra nella stazione .
Due viaggiatori si stanno  abbracciando, per dirsi arrivederci .
Al primo piano un vecchio uomo fuma una sigaretta .
Un uomo sta guardando  verso un cane , forse perché é stato lui a versare la tavola  del ristorante della stazione .
In fondo un viaggiatore consegna i suoi bagagli  per metterli sul  treno .
A destra , c'é un meccanico  che forse ha riparato  il treno .
Al centro c'é un' uomo tutto vestito di nero , ed a destra , sulla colonna , c'é una vignetta di viaggio .
";francese;inglese,spagnolo;4;stazione_C.txt;19-25;un
Yasmine006;"
 In questa foto vediamo che la scena si svolge in un ristorante  che si trova in una stazione .
Al primo piano c'é un uomo che sta fumando .C'é un giornale per terra .
Si vede anche una coppia che si bacia e vicino a loro c'é un ladro che ruba  una valigia  forse quella dell' uomo .
il  meccanico  dei treni vede la scena ma non reagisce .
Le tavole sono in disordine nella stazione .
Un cane sta fuggendo .
Una donna è seduta e guarda con stupore il disastro .
Sono le due del pomeriggio .
Penso che questa scena mostri la società nella quale viviamo dunque in cui non vediamo più quello che succede attorno a noi , una società individualista .
 ";francese;inglese,spagnolo,polacco;+;stazione_C.txt;19-25;un
Yasmine008;"
 L' ambiente rappresentato è l' interno di una stazione .
Molte cose stanno succedendo allo stesso tempo .
A destra c'é una coppia che si sta abbracciando .
Ci sono tre tavoli apparecchiati uno cade per colpa di un cane agitato che ha perso la maestra.
pertanto tutto quello che c' era sul tavolo é rotto per terra .
Questa stazione é molto sporca perché ci sono bevande il cui liquido si spande a terra e c'é diversi rifiuti per terra.
C'é un' orologio in fondo che segna l' una ( forse ).
Al primo piano c’é un uomo che sta fumando .
L' ingresso della stazione é al fondo .
Poi ci sono altri gruppi di persone ma non si riesce a distinguere esattamente quello che fanno .
In fondo presumo che ci sia uno snack perché si vedono hambourger , bevande .
A destra della scena c'é un meccanico che probabilmente deve riparare un treno .
 ";francese;inglese,spagnolo;+;stazione_C.txt;19-25;un
Yasmine009;"
 La scena si svolge all' interno di una stazione .
Sono le due , e la stazione é affollata.
Molte persone si incontrano .
al centro notiamo col suo vestito nero un ladro.
Forse sta cercando qualcosa o qualcuno , o di non essere sorvegliato dalla polizia.
Dietro di lui , una donna lo sta osservando, come se avesse capito le sue intenzioni di rubare qualcosa.
Nell' altro lato, una coppia si bacia ed abbraccia prima di partire .
Tutti i bagagli sono per terra , ai loro piedi .
Un uomo vicino al treno , sembra guardarli.
Ha una maglietta e una chiave da meccanico in mano .
La donna che sta osservando il ladro é accompagnata da un uomo sicuramente suo marito.
Il poveretto é carico di pacchetti pesanti , uno di questi cade sul tavolo.
A causa di questa caduta , un cagnolino si impaurisce e fugge dai piedi della maestra che lo chiama ad alta voce 
";francese;inglese,spagnolo;4;stazione_C.txt;19-25;un
alice014;"
 Si vede la stazione del treno , e tanta gente .
C' è un uomo con un mazzo di fiori  che cerca disperato la sua fidanzata .
Vicino lui , c'è una coppia che si bacia appasionatamente e per terra ci sono i bagali ...
si vede che uno dei due deve prendere il treno .
Dietro loro , su uno dei treni c' è una donna e anche un uomo che l'aiuta a scendere .
 In fondo , a sinistra ci sono tr persone  che guardano in alto , forse  l' orologio .
Piu avanti c' è una signora seduta un po spaventata , magari anche un po arrabbiata perche un cane è passato di corsa mandando per area il tavolo dove lui mangiava,  per terra c' è la botiglia e per aria i panini .
Si vede anche la testa  di un  vecchio con barba e cappello e ne ha  qualcosa in bocca Vicino al cestino ci sono dei bichieri e un giornale 
";Spagnolo,0;?;?;boscstazione_C.txt;19-25;sup
alice020;"
 Il disegno mostre una serie di eventi , che succede ad una stazione .
Al binario più vicino , vediamo  una coppia che sta bacinando mente un giovane vestito in jean e capello ruba la valigia sua .
A sinistra , vediamo una situazione con una  donna .
La  sua tavola è caduta  a causa di un canino , di cui nessuno ha  controllo .
La donna , chi stava per mangiare è veramente degustata al fatto  che ha perso il suo pranzo .
Il ladro della valigia si ferma perchè il cane gli ha fatto  paura .
I due uomini dietro  di lui  sono anche stupiti ; infatti uno  butta la  sua scatola nell' aria con sorpresa .
Si vede che la stazione è un po' sale .
C'è  un giornale di ieri , con gli informazione di ieri , è nesuno lo legge .
C'è graffiti , lattine vidi, e vecchia pubblicità per vacanze all' estero .
C'è un atmosfera veramente scuro .
Un mecanico a destra della coppia , guarda bene il ladro , dappertutto , sarà  timore della crima .
";Inglese,0;Francese;3;boscstazione_C.txt;19-25;un
antonellaG003;"
 E' l'una alla stazione di Napoli - deve essere  Napoli perchè è sporchissima .
Accanto al meccanico chi vuole riparare qualcosa del treno , c'è una coppia che sta  baciando mentre un ladro sta rubando la loro valigia .
Nel fondo c'è un vecchio che sta  guardano la situazione e non fa niente .
Al tavolo siede una donna non vecchissima ma neanche giovane .
Sta gridando  perchè il suo cane è corso via e ha abbattuto il tavolo della sua padrona che adesso ha il  cibo sulle ginocchia .
Nello sfondo ci sono ancora dei passeggeri che stanno salendo su  una treno e c'è altra gente che sta parlando , aspettando o guardando .
";tedesco,0;inglese;3;stazione_C.txt;19-25;un
