Nome file;Testo;L1;Altre_L2;Annualità;Consegna;Età;Scolarizzazione
Mariantonietta073;"
 Ieri al parco un ragazzo chiamato Luigi stava leggendo il giornale La Repubblica.
Di ripenti un uomo molto forte portava una ragazza.
Come il ragazzo non sapeva che cosa succedeva, pensava che l'uomo voleva golpeare alla ragazza.
Il ragazzo si alza e golpea l'uomo, che cade.
Dopo la ragazza stava furiosa della sua rabia.
La ragazza lui dice che l'uomo che la portava era il suo marito e che le due andavanno al cinema per vedere un film molto interessante.
Il ragazzo non poteva credere quello che stava succedendo.
Poi, il ragazzo si disculpa e invita la ragazza a un caffè.
";spagnolo;inglese,francese;?;love_C.txt;19-25;un
Mariantonietta078;"
 Ieri al parco sono stato sul banco leggendo il giornale quando...accidenti!una bella donan era stata attacata per un brutto tipo .
Ho pensato se io era in grado di fare qualcosa per aiutarla.
Ho pensato: posso o non posso vincere al uomo grande.
Ho creduto che si, sono andato e ho detto all'uomo: Patella con me? ho vinto al uomo in un gran carlate ma la bella donna bionda mi sono detto che lei è innamorata del uomo.
E io ho detto:"" non è un buon giorno""!  ";spagnolo;inglese;?;love_C.txt;19-25;un
Mariantonietta088;"
 Ieri al parcohe vissuto una cosa molto rara che non ho vissuto mai.
Io leggia  il giornalagio al parco tranquilamente e in questo momento he visto come un uomo ha preso una moglie.
non ho saputo che cosa dobbia fare ma ho deciduto salvare questa donna.
sono andatocerca  dell'uomo e ho datto con la mia mano nella testa di questo uomo chi e tombato sulla terra.
La ragazza ha voluto fare la estesa cosa con me ma ho lei demandato Che cosa fai?Te ho salvato la tua vitta!In questo momento la ragazza mi ha detto io non te demandato de salvarmi la vitta, quest'uomo è mio marito.
";spagnolo;inglese,francese;?;love_C.txt;19-25;un
Mariantonietta092;"
 Ieri al parco ho visto come una ragazza si è arrabiata con il suo fidanzato.
Hanno litigato tantissimo che la ragazza ha iniziato a gritare domandando aiuto perche il suo fidanzato lo ha presa per andare a un altro luogo.
In questo mismo momento un ragazzp che sembraba essere legiendo il giornale ha uscito rapdamente per vedere cosa staba sucediendo.
Quando è arrivato per la figura che sta vedendo sembra che questo ragazzo si ha battito con il altro per la ragazza, ma questa si è arrabiata con lui perche era solamente una litigazione di inamorati.
";spagnolo;inglese,francese;?;love_C.txt;19-25;un
Mariantonietta094;"
 Ieri al parco stavo leggendo il giornale tranquillamente, quando ho visto un uomo alto, grande e fortissimo che portava una donna alla spalla destra.
La donna era molto arrabiata e non voleva che l'uomo la portava in questo modo.
Dopo li ho visto, io pensato che non potevo lasciare la donna con quell'uomo e ha deciso di aiutarla.
Li ho dato un colpe terribile alla  testa e dopo alcune secunde l'uomo grande stava per terra.
Nonostante la donna non era felice, piangeva moltissimo mentre guardava al poverino uomo in terra.
Lei era molto arrabiata con me perchè avevo lasciato KO al suo uomo, al meno questo ho sentito di quello che me spiegava.
";spagnolo;inglese,tedesco;?;love_C.txt;19-25;un
Mariantonietta095;"
 Ieri al parco c'era un uomo seduto che stava leggendo il giornale e ha visto un uomo che portava la sua amica in alto.
Allora l'uomo seduto seduto ha corso per aiutare a la donna che sembrava non voleva andare con lui.
L'uomo che la portava in alto sembrava arrabiato e forte e la donna sembrava debole.
L'uomo  seduto sembrava debole anche perchè lui leggeva il giornale tranquillamente e perchè portava degli occhiali ma lui era veramente forte e ha vinciuto a l'altro uomo.
Allora la donna ha corso per aiutare a suo amico.
Allora la donna ha corso per aiutare al suo amico e ha avuto paura per lui.
Alla fine, la donna era molto arrabiata con l'uomo che era seduto perchè lei non voleva essere salvata.
  ";spagnolo;inglese;?;love_C.txt;19-25;un
Mariantonietta100;"
 Ieri al parco c'era un uomo leggendo tranquilamente il giornale seduto sul banco.
Poi ascolta voci di una coppia che si disputa.
Il ragazzo porta alla ragazza con i brazi, sembra molto arrabiato e lei chiede aiuto.
Il uomo decide di aiutare la ragazza, perchè pensa che magari sia un rapto.
é sicuro che il ragazzo lo fa contro la volontà di lei e ha paura per la sua sicurezza.
L'uomo si alza e cerca di parlare con il ragazzo, ma è molto aggressivo.
Finalmente l'unico modo per lasciare la ragazza libera è farlo cadere.
A causa della caduta, il ragazzo perde la concienza.
Il crede di aver fatto bene, ma ora è la ragazza chi è molto arrabiata e aggresiva...
";spagnolo;inglese,tedesco;?;love_C.txt;19-25;un
NigraA001;"
 Ieri sera al parco , mentre leggevo il giornale seduto su una panchina , me ha successo qualcosa di molto spiacevole , ho sentito sgridare a una ragazza chiedendo aiuto .
Ho visto un uomo palestrato portando sulle spalle alla ragazza .
Sembrava così spaventata , quindi ho pensato di aiutarla .
Ho affrontato l' uomo e gli ho dato un colpo che l' ha mandato a terra .
Mi ha sorpreso la forma come l' ho colpito .
Sai che non me piace combattere , ma penso che per la sorpresa della situazione o reagito senza pensare alle conseguenze .
Ma ho pensato il fine giustifica i mezzi ..
se la ragazza era i difficoltà era il mio dovere aiutarla .
Esperavo ricevere un ringrazio , ma la ragazza molto arraviata mi ha detto che non mi dichiarare in loro affari .
";spagnolo;?;2;love_C.txt;oltre;un
NigraA002;"IERI AL PARCO...
Ieri al parco si trovava Giulio, un uomo che tutti i giorni al pomeriggio leggeva il giornale, lì seduto tranquilamente su una banca bianca con arredamnti stilo del 700, stava nel mezzo del parco dove soltando si vedeva l'alberi e le fiori, nessun edificio si poteva vedere da lì, forse Giulio sceglieva questo bel posto per dimnticarsi un pò Della invasione moderna e globalistica della città in cui viveva, ma questo non lo sappiamo con sicurezza quindi lo lasciamo da un'altra parte e prosiguiamo con la Nostra storia di questo routinario Giulio, il nostro protagonista di un aspetto comune ma Molto simpatico.
Se alcun giorno aveste la opportunità di conoscerlo vi piacerebbe il suo carattere più meno sciocco ma in realtà non è una cattiva persona no.
Va bene continuerò, è stato sufficiente di scrivire sul carattere di questo ragazzo che alla fine non fa un'altra cosa che lggere il giornale in cerca di lavoro, proprio stupido, chi cerca lavoro in questi tempi? E' obvio che non c'è...
ma a Giulio piace perdere tempo, queste sono delle cose che mi fanno arraviare moltissimo, insomma scusatemi i bravi lettori abbiamo passato dello semplice allo complicato.
Il fatto è che Giulio leggeva tranquilamente pareva un giorno come tutti, quando all'improviso è apparito un uomo molto robusto che sembrava arraviato in faccia, portava alla spalla destra una ragazza che gridava come disparata ma non si riusciva a capire niente di quello que gridava, muoveva tutto il corpo come se volesse liberarsi da quel uomo in palestra, quindi rapidamente Giulio ha capito subito che quel giorno farebbe l'eroe della città o piùtostto del parco, salvando una ragazza indefessa.
Gli aveva cominciato a seguire fino alla fine del parco dove aveva visto un bat di base ball il quale era portato da un bambino felice, lui si è avvicinato al bambino e l'ha rubato il suo bat, povero bambino pianggiava molto, non si sapeva se pianggiava una bambina o un bambino, subito dopo indietro al uomo robusto Giulio con il bat e aiutato da una forza terribile gli ha attaccato a tal punto che l'uomo era caduto a piombo sul suolo pavimentato auuch! Inmediatamente la ragazza che aveva ugualmnte finito nel suolo, si è alzata e l'ha cominciato a dire di tutti i colori.
Giulio sperava di essere un eroe e che la ragazza Fosse stata infinitamente grata ma invece no, tutto l'oposto da quello che credeva Giulio, allora cosa succedeva in realtà? Il fatto era che l'uomo robusto aveva portato alla spalla sua ""moglie"" perchè lei stava litigando fortemente con una povera impiegata di un negozio di scarpe vecino al parco perchè non l'aveva fatto il discaount del 10% a tal punto che il marito aveva dovuto prenderla educatamente.
Ah ma che umanità..
E' una cosa incredibile ma vera non si sa che cosa possa succederè nel nostro mondo, tra più gente, più storie ridicole.";spagnolo;inglese;2;love_C.txt;19-25;un
NigraA003;"
 Ieri al parco, ero seduto in un banco e stavo leggendo il giornale tranquilamente quando ho sentito una donna gridando.
Poi, ho visto un uomo muscoloso caricando in modo agressivo la donna che avevo sentito .
Ho deciso di fare qualcosa, ovviamente il uomo stava rapendo quella donna.
Ho visto bene al uomo e non era così muscoloso come pensavo prima.
Ho seguito loro per due strade e gli ho raggiunto.
Gli ho detto che lasciasse la donna e quando si è girato l'ho golpito.
Quasi cade la donna, però ho potuto sostenerla.
Speravo che lei mi dicesse grazie o mi desse un baccio, invece ha cominciato a gridarmi dicendo che lui era il suo ragazza e che soltanto stavano discutendo perchè lui voleva andare a casa.
Alla fine se ne sono andati e sono rimasto stupito.
Stanco e senza giornale.
";spagnolo;inglese;4;love_C.txt;14-18;sp
NigraA004;"
 IERI AL PARCO Ieri al parco, il mio ragazzo mi stava portando sulla sua spalla destra faciendo una incredibile azione eroica...
Alcuni minuti prima mi ho fatto male quando stavo saliendo delle scale, sono caduta e ho gridato orribile! Lui, bello come sempre, è andato prestissimo a auitarmi, mi ha alzato senza sforzo come si sarei stato una piuma.
Al parco, non lo so per chè, un ragazzo pazzo e bruto ha pichiatto al mio ragazzo...
mama mia, gente pazza! L'ho gridato alquini parolace.
Non capisco alla gente pettegola, gente che soltanto voglie chiamare un pò l'atenzione.
Allora, penso che devo cambiare di ragazzo anche, cambiarle per uno con più muscoli..
                                                             FINE! ";spagnolo;inglese;1;love_C.txt;26-30;un
NigraA005;"
 IERI AL PARCO Ieri ho andato al parco Colomos a sederme sul pasto nel giardino japonese.
La mia casa era molto rumorosa perche la mia filgia Daniella chi abita a Anchorage e arrivata per vancanze e abbiamo fatto un festejo de benvenuta.
Cominciamo col cibo e drinks alle catordieci e erano le diecisette e le numero de suoe amiche che arrivano era in crecendo.
Tutti parlano al stesso tempo e ho deciso de andare al parco a cercare un po de calma.
Ho portato il libro de Giovanni Verga, I Malavoglia con me, e pensavo passare il resto del giorno fino tramonte, leggendo nel parco.
Avevo letto la prima pagina quando ho ascoltato gridi de una donna, dietro i arbusti.
C'era una lite.
Una coppia discuteva.
Anche ho rimasto de leggere, non ho voglia de ascoltare il motivo del litigio.
Pero loro sono uscito al aperto, e ho visto che il uome, la teneva presa de un braccio e la tirava aggressivamente.
MI he alzato e le detto al uomo de lasciarla perchè le faceva danno.
Mi h'offerto du chiamare la polizia Lei ha diventado molto arraviata con me.
Mi ha detto di no intrometermi nella sua discussione.
 ""Questa era una discussione de innamorati"".
";spagnolo;inglese;1;love_C.txt;oltre;un
NigraA006;"
 Ieri al parco ha suceso un distrasto per che una donna è andata al parco con il suo marito ma nel parco aveva una gelateria e hanno comprato un gelato ma la donna ci ha lasciato la sua borsa lì.
ha pasato il tempo quando ha visto che non portava la borsa ma il problema era que li aveva dei soldi e si e preoccupata moltissimo e era la borsa che l'ha comprata in Barcelona e era la sua borsa de la fortuna, tratava di ricordare dove la ha lasciato ma non ricordava niente si è desisperata moltissomo, ma non li diceva niente al suo marito.
Dopo mezzo d'ora li ha detto erano tan contenti nel parco, ma quando li ha detto si e preocupato molto perchè li aveva il suo pasaporto.
E' la donna come le piaceva tanto la sua borsa ci cominciato a piangere e il suo marito si è stresato molto e li diceva di andare a casa ma la ragazza non voleva.
E' il suo marito ha deciso di cargarla, ma un ragazzo ha creduto que la ragazza era in un problema e la ha difenduto e ha colpito al suo marito e la ragazza si e arrabiata tanto con il ragazzo e li ha detto per che aveva fatto quello e il ragazzo li ha detto que lui non sapeva e per quello l'ho aveva fatto.
Dopo un'ora il marito della ragazza si è svegliato e la ragazza era molto contenta e sono andati a casa e il altro ragazzo ha chiesto scusa per quello che aveva fatto.
";spagnolo;inglese;1;love_C.txt;8-13;el
NigraA007;"
 Ieri al parco ero seduto su una panchina e leggevo tranquilamente qualcosa che mi piaceva; vale dire che godevo dei suoni degli ucelli, il vento sfiorando gli alberi...
non meno importanti erano i raggi deboli da sole che mi colpivano il viso.
Innanzitutto era piacevole la giornata.
Anche se ero distratto, como avevo detto prima ero assorto per quello che mi accadeva un quel momento, ho alzato lo sguardo en sono restato intontito (un rumore mi aveva spinto a farne questo) per la esatteza del relato devo descrivere quello che ho visto: Un uomo portava una donna sulle spale e questa quiedeva aiuto.
Subito ho messo fine a questa situazione restando per terra il tizio, la reazione più palese sarebbe stata la gratitudine della ragazza, per me salvata, e invece no.
Ha cominciato a sgridarme per farle una brutta passata e quello che riteneva molto grave era che avevo picchiato al suo ragazzo.
";spagnolo;italiano,inglese;2;love_C.txt;26-30;un
SARA062;"
  Ieri sono andato al parco per leggere un pò il giornale , perchè era una bella giornata e lavoravo  molto prima .
Pingu Comics.
Mi ho seduto e ho cominciato da leggere , subito e venuto un uomo molto forte con una ragazza bionda sulle spalle .
E lui ha detto "" aiutame , aiutame "" .
Ero molto sorpresso e prima non ho capito niente , non ho potuto movirmi .
Ma dopo mo ho ricordato alla mia storia di comic , dove tutte le gurte non hanno paura .
 E poi mi ha subito molto forte e sono caminato dietro l' uomo con la donna sulle spalle .
 E che cosa posso dir , ho fatto una guerra grande con il ragazzo .
Ma io ero  di piu dè lui .
Ma come il ragazzo cattivo è caduto sulla terra ,  lei era molto arrabbiata .
E ho non capito niente .
";tedesco;inglese,francese;0;love_C.txt;19-25;un
SARA064;"
  Un uomo con occhiali e una donna eraveno  sedersi sul un barco , non si conoscono , Un altro uomo  arriva e prende la donna come se la donno non era daccorda .
 Ma questo uomo e  l' Amico che la donna ama .
Allora l' uomo che lei non conosce , vuole defendere lei .
Parti contro l' amico della donna e lo fa male per che lui lascia la donna .
L' uomo con occhiali si senti forte perchè ha defendito la donna ma la donna è abbraciata e speggia a lui che è sbagliato .
Ma il male è fatto , è troppo tardo per riparare .
Nonostante il uomo con occhiavi e non è bruto , pensava fare il buono ";francese;inglese;2;love_C.txt;19-25;un
SARA066;"
  Ieri al parco mio fratello stava leggendo il giornale quando ha visto un uomo portando una donna sopra i suoi ombrelli .
Subito , lui è andato dove era la donna per aiutarla e  ha dato un calcio al uomo .
Lui stava contentissimo perche pensava che cossì aveva aiutato a la povera donna .
Ma , per la sua sorpresa , la donna ha comminciato a gridarli .
Lei stava arrabiata ! Lui non sapeva cosa fare .
Dopo dirli che li dispiaceva , lei  li ha explicato XXX ch' il uomo era il suo fidanzato .
Mio fratello è ritornato a casa troppo triste e ha jurato de non aiutare nessuno mai più ! ";spagnolo;inglese,francese;1;love_C.txt;19-25;un
SARA068;"
  Ieri al parco ero sieduto leggendo il giornale tranquillamente .
Quindi un uomo ha portato una donna e è andato via .
Io fui velocemente per prendere la donna .
Ho buttato al uomo per terra .
Dopo ho visto come le donna no era felice e ha cominciato a gridare .
Non sapebba perchè mai lei mi ha ditto que questo ragazzo era il suo ragazzo .
Adesso non devo fare questo mai .
";spagnolo;inglese;1;love_C.txt;19-25;un
SARA070;"
 Ieri al parco quando leggevo il giornale mi ha successo una cosa molto strana .
Ho visto un ragazzo che prendeva una ragazza .
Lei gridava e ho pensato che dovevo aiutarla .
Alla fine ho potuto risolvere la situazione : ho lasciato al ragazzo sul piaco ; e credevo che avevo fatto bene però la ragazza era molto arrabiata perchè lui era il suo fadanzato ! ";spagnolo;inglese,francese,italiano;1;love_C.txt;19-25;un
SARA072;"
  Ieri al parco quando facevo una passiagiat , è successo una cosa strana ! Un uomo grande e brutto portavo sulle spalle una donna che gridava"" Aiuto ! Aiuto ! "" Il giovane che stava seduto leggendo  il suo giornale , anche lui  come me , si domandava che fare .
Poi subito il giovane si è alzato e ha gridato all' uomo "" Lasciala Lasciala ! Se no  chiamerò i carabinieri ! "" Subito , l' uomo e la donna non stava contenta .
"" Ma come ? stiamo  gioccando "" ";inglese;francese;2;love_C.txt;oltre;un
SARA074;"
  Ieri al parco ho visto e un ragazzo che portava la sua ragazza "" secuestrata "" , e un ragazzo che leggeva a stampa un banco dil parco , va vedere la scena i lui  voleva aiutar  a la povera ragazza .
Per quello , il ragazzo di occhiali ( che stava a un banco del parco ) va golpeare al brutto ragazzo per liberare a la ragazza di  bricci dil  ragazzo che la portava .
Il problema , per la mia sorpresa , essere dopo , quando la ragazza invece di donare mil grazie al ragazzo , salvatore , li va donare una lezione , molto calda lei , dove  lei manifestava la sua furia  perche non era secostro , anche  era una  conflito  di simpli emamorai .....
per me non era di questo modo , anche per il ragazzo di occhiali ...
";spagnolo;catalano,inglese,francese,italiano;1;love_C.txt;19-25;un
SARA076;"
  Un ragazza con occhiali in  un parco .
Lui ha guardato una ragazza bionda con il suo fidanzato .
Il fidanzato era molto forte e la prendeva sull sou corpo .
La ragazza gritava .
 Il altre ragazzo ha pensato  qui lei bisognava aiuta .
Il ragazzo ha fatto una accione violenta con il fidanzato e il ragazzo era nel suolo .
La ragazza era molto triste ma il ragazzo con occiali pensava che il era un heroe .
Da subito la ragazza ha detto che lei lo  amava da morire .
 la ragazza gridava e non voleva pace  .
Il ragazzo era molto preocupato e non capiscava niente .
";spagnolo;inglese,francese;1;love_C.txt;19-25;un
SARA077;"Ieri al parco Valentino un uomo che si chiama Gianni era andato a piedi a vedere i fiori perche lui stava stanco per el lavoro della settimana .
Dopo , lui stava in un banco  leiendo il giornale cuando ha visto un ragazzo con una ragazza sulla la testa .
La ragazza non voleva andare con lui allora Gianni ce era molto forte mentre la ragazza gridava Lui la liberò del ragazzo bruto .
La donna li ha ditto grazie a Gianni mentre il ragazzo stava in terra .
Poi, la donna semblava moleste , ma io credo che lei stava enamorata di  Gianni .
Forse Gianni ha accompagnato alla ragazza a la sua casa e anno fatto una cena in sieme .
";spagnolo;catalano,inglese;1;love_C.txt;19-25;un
SARA078;"
  Ieri al parco Marco leggeva un giornale tranqulamente , pèro  di repente ha sentito la voce de una donna qui diceva "" Aiuta , per favore !"" .
Marco ha guardato la situazione e è andato a parlare con  l' uomo  e la donna , senza ascoltare che li  dicevano  Marco si ha arrabiato con l' uomo per che ha pensato che stava faccendo male a la donna pèro doppo la donna si ha arrabiato con Marco per che veramente l' uomo non la stava faccendo male , tutto era un giocco  e l' uomo era il suo ragazzo .
Marco Dopo Marco aveva  vergogna per il suo atto .
";spagnolo;inglese;1;love_C.txt;19-25;un
SARA080;"
  Ieri al parco sono andata per fare un paseggio quando , purtroppo un grande uomo brutissimo è venuto e m' ha presso ! Ho hurlato e un uomo gentile che leggeva un giornale mi ha sentito ed è venuto per aiutarme .
Finalmente , il gentile uomo ha grappato il uomo brutissimo e ero salvata ! Pingevo ma il uomo m' ha detto che tutto sarebbe bene .
 mi piacevo molto questo uomo e doppo essere andati alla polizia , siamo andati per una cena insieme ! ";inglese;francese,spagnolo;1;love_C.txt;19-25;un
SARA081;"
  Un ragazzo che stava leggendo il giornale nell  parco , veda alto ragazzo chè porta a una ragazza y lui sembra un man Il ragazzo chè sta leggendo si alza y va a defendere alla ragazza .
Ma cuando il ragazzo salva alla ragazza dello tonano a lei no piace che  il ragazzo ha preso alla tonano perchè lui è il suo ragazzo .
Allora la ragazza non stata niente contenta perche lei stata enamorata .
";spagnolo;inglese;?;love_C.txt;19-25;un
Yasmine001;"
Ieri al parco , stavo leggendo il mio giornale come all’mia abitudine.
Dopo qualche minuto , sentii una ragazza gridare come una pazza !! cosa stava succedendo ? Alzando gli occhi , e vedevo un uomo che portava la sua fidanzata sulle spalle come se fosse una grossa borsa ! Decisi di agire come superman .. Allora , raccolsi tutto il mio coraggio.
Dopo qualche pugno , il cattivo fidanzato cadde a terra e , io fui fiero di me.
Ma la ragazza non sembrava molto contenta ..
Mi insultava arrabbiata perché avevo quasi ucciso il suo fidanzato , voleva addirittura darmi un pugno .
Ieri , ho capito qualche cosa: che non capiro' mai niente dell' amore ! ";francese;inglese;+;love_C.txt;14-18;un
Yasmine002;"
 Ieri al parco , stavo leggendo il giornale quando mi é passato davanti un ragazzo con una donna sulle spalle.
Questo ragazzo sembrava arrabbiato e la donna sembrava avesse  paura , percio' decisi  di aiutarla. Siccome sono piuttosto muscoloso, non avevo paura di battermi con lui .
Ho domandato al ragazzo di liberare la ragazza ma lui non ha acconsentito.
Cosi' ho sferrato un pugno fortissimo nell' addome.
E' caduto come un sacco a terra .
la donna ora era libera ma dopo un' attimo di stupore si avventa contro di me dicendo che lei amava il ragazzo benché fosse qualche volta un po' violento .
";francese;inglese;+;love_C.txt;14-18;un
